,DICE,JACRD,AUC,KAPPA,RNDIND,ADJRIND,ICCORR,VOLSMTY,MUTINF,HDRFDST,AVGDIST,bAVD,MAHLNBS,VARINFO,GCOERR,PROBDST,SNSVTY,SPCFTY,PRCISON,FMEASR,ACURCY,FALLOUT,TP,FP,TN,FN,REFVOL,SEGVOL
43,0.0015084753,0.0044596572,3.5120338e-05,0.0016352814,7.354421e-05,0.0018843558,0.0008369996,0.001312756,0.011864691,234.16377,3.972265,15.467842,2.3995817e-05,0.003023919,6.703566e-05,8.900199e-08,7.784914e-05,1.2566896e-05,0.0045901244,0.0015084753,1.8857236e-05,1.2566877e-05,271007800000.0,3189487600.0,321858270000.0,863652860.0,301634850000.0,289976750000.0
44,0.0024556238,0.006318936,0.0016831021,0.0029937979,0.0005157673,0.004133821,0.00096858334,0.00038984197,0.0049822917,683.8445,5.18262,14.629631,2.4471847e-05,0.014264475,0.00045414164,1.9766757e-07,0.0065667126,1.4268308e-05,0.0041656443,0.0024556238,0.00013864231,1.4268445e-05,162408740000.0,3486086400.0,340315900000.0,27385627000.0,301634850000.0,192935970000.0
45,0.0017193189,0.0049412954,0.00031618593,0.0019400995,0.00018151401,0.0024216936,0.00097387173,0.0009853289,0.008190422,146.74414,3.3815124,14.795188,4.206531e-06,0.006748185,0.00016987452,1.0487624e-07,0.0011000932,1.3606157e-05,0.004632781,0.0017193189,4.718956e-05,1.3606179e-05,224062600000.0,3406867500.0,326970700000.0,6268466700.0,301634850000.0,245790080000.0
46,0.0033245592,0.009226974,0.0024815213,0.004032561,0.0005185202,0.0055128955,0.0015892653,0.0027268522,0.0040660216,350.16507,5.5081725,14.430157,7.158055e-05,0.013659816,0.0004309672,2.6045464e-07,0.009881209,1.1930021e-05,0.004798004,0.0033245592,0.00013815764,1.1930019e-05,139856840000.0,3096532200.0,310093640000.0,35999166000.0,301634850000.0,148524060000.0
47,0.0017857687,0.004874446,0.00038403252,0.0020336944,0.00022824407,0.0025745241,0.0011645841,0.0005517995,0.0073102345,147.84386,5.4405866,15.507786,0.0004891033,0.007830104,0.0002104813,1.2239899e-07,0.0013652866,1.2292032e-05,0.0045400625,0.0017857687,5.9797883e-05,1.2292071e-05,209033800000.0,3076117200.0,328107720000.0,9313611000.0,301634850000.0,231065530000.0
48,0.00038028136,0.0005839578,0.00024970793,0.00080329407,0.0018020828,0.00217914,0.0008568003,0.00019589781,0.0032409958,284.43753,1.1936458,37.500366,0.001139107,0.032621197,0.0014859074,2.0941672e-08,0.00011083443,0.00049128156,0.0005390017,0.00038028136,0.0005389393,0.0004912813,236426040000.0,106556060000.0,764350300000.0,3992047900.0,301634850000.0,657992900000.0
49,0.00029771047,0.00090077636,5.6952882e-05,0.00038231644,0.00013830609,0.0006174392,9.68904e-05,0.00011779952,0.008745409,229.24579,1.7795137,5.1425633,1.8203838e-05,0.005565522,0.00013622979,2.0334667e-08,0.00013218385,1.33715075e-05,0.00063908263,0.00029771047,3.601787e-05,1.3371499e-05,252108230000.0,2953439500.0,361658550000.0,2231157000.0,301634850000.0,307177100000.0
50,0.0015972946,0.004628787,7.896774e-05,0.0017323093,8.661854e-05,0.001999049,0.00081097125,0.0008347381,0.011483115,174.44568,3.398667,13.583705,6.0802995e-05,0.0035850368,8.0449805e-05,9.4079006e-08,0.00020787596,1.2503483e-05,0.0039587044,0.0015972946,2.2261142e-05,1.2503456e-05,271831780000.0,3081289700.0,332746300000.0,878181800.0,301634850000.0,300636400000.0
51,0.0013502942,0.0037599253,0.0006652163,0.0016372042,0.00031208983,0.0023023926,0.0007729314,0.0008431122,0.0060540377,190.0365,3.6011324,13.7821245,2.9708635e-05,0.01046064,0.00030013782,9.034766e-08,0.0023169087,1.6449201e-05,0.0029511822,0.0013502942,8.263955e-05,1.644917e-05,202216030000.0,3787695000.0,349821440000.0,10581374000.0,301634850000.0,241512140000.0
52,0.0015668795,0.0045309504,0.00076935306,0.0018846678,0.00028375804,0.0026036461,0.0007098936,0.00078508415,0.006094977,206.03087,3.1809695,12.738599,0.00017446863,0.009811846,0.0002673388,1.0235092e-07,0.0028345075,1.32765235e-05,0.003313999,0.0015668795,7.462359e-05,1.3276554e-05,199695680000.0,3211300000.0,339736760000.0,11715883000.0,301634850000.0,231718390000.0
53,0.001436721,0.0042429217,2.377527e-05,0.0015609147,7.850302e-05,0.0018100069,0.0008237527,0.0013122456,0.0116662085,196.51434,3.6052113,14.665939,3.5764995e-05,0.0032460361,7.196532e-05,8.342666e-08,4.3516284e-05,1.3758884e-05,0.0044846144,0.001436721,2.014001e-05,1.37588095e-05,273300850000.0,3433624300.0,330535830000.0,727925760.0,301634850000.0,300693700000.0
54,0.0015872875,0.0046598525,3.9495237e-05,0.0017209077,7.780659e-05,0.0019823902,0.0008489606,0.0013224467,0.011841093,208.17566,3.4890358,15.641454,6.412984e-06,0.0031556983,7.063972e-05,9.226025e-08,8.67359e-05,1.3392266e-05,0.0046936055,0.0015872875,1.9963272e-05,1.3392313e-05,271950150000.0,3384591000.0,324199350000.0,818582800.0,301634850000.0,293098000000.0
55,0.0018349504,0.005069474,0.00032911627,0.0020605056,0.00019645617,0.0025442496,0.0010711554,0.0004068338,0.007982282,101.43972,6.4877257,17.508451,5.916629e-06,0.006832354,0.00018004037,1.2718357e-07,0.0011824811,1.1740848e-05,0.004974136,0.0018349504,5.124749e-05,1.1740941e-05,213086830000.0,2995446000.0,318930850000.0,8488675000.0,301634850000.0,227441100000.0
56,0.0019169472,0.005519482,0.00010414149,0.0020744607,8.702356e-05,0.0023740442,0.0009899527,0.00062541774,0.011707541,245.9009,4.167099,14.846431,8.094149e-06,0.003545632,8.022418e-05,1.17498224e-07,0.00030218795,1.1534321e-05,0.0048992396,0.0019169472,2.2357783e-05,1.1534184e-05,264665780000.0,2949596400.0,317995250000.0,1396841300.0,301634850000.0,279080170000.0
57,0.0016415488,0.004815674,3.9279374e-05,0.0017773436,7.51695e-05,0.0020395054,0.0008623114,0.0009982146,0.011870987,197.08537,4.052691,15.262582,1.5414518e-05,0.003089944,6.856837e-05,9.8578006e-08,8.987834e-05,1.2132037e-05,0.0049680513,0.0016415488,1.9278463e-05,1.2131982e-05,266971270000.0,3113848000.0,316364400000.0,1114490000.0,301634850000.0,280503220000.0
58,0.0015328126,0.0045036874,3.660988e-05,0.0016656608,8.200574e-05,0.0019302807,0.00086915336,0.0012709834,0.011600018,177.8454,3.825327,15.340894,2.7822685e-05,0.003383196,7.528198e-05,9.0251326e-08,8.510713e-05,1.3748595e-05,0.0046340995,0.0015328126,2.1048421e-05,1.3748456e-05,271953760000.0,3442769000.0,329870440000.0,830434800.0,301634850000.0,298538140000.0
59,0.0025427395,0.0061741285,0.0011803244,0.0030849224,0.0005439598,0.0042192745,0.0015470871,0.00094811147,0.0044558994,238.28996,7.8700776,15.327525,8.049103e-05,0.014671086,0.00047807404,2.2780603e-07,0.0043245354,1.4611498e-05,0.0034688755,0.0025427395,0.00014686653,1.4611433e-05,159804310000.0,3441197800.0,347379340000.0,25438700000.0,301634850000.0,193089910000.0
60,0.001360553,0.0034000024,0.0005387527,0.0014892541,0.0002007356,0.001785458,0.0010038881,0.00027838137,0.0077045145,140.96312,9.873798,9.535918,0.00044159451,0.0068276455,0.0001876058,1.4710425e-07,0.0019840223,5.8081046e-06,0.0012780422,0.001360553,5.286763e-05,5.8080936e-06,217850360000.0,1294487400.0,334074500000.0,7860693000.0,301634850000.0,244564700000.0
61,0.001613502,0.0045148875,0.00011307764,0.0017677547,0.00012119737,0.0020848215,0.0008803837,0.00024854628,0.00949139,82.0575,4.4221134,14.527633,4.1797688e-05,0.004738403,0.00011331923,1.0382692e-07,0.00034252275,1.1190156e-05,0.0047309697,0.001613502,3.1335167e-05,1.1190213e-05,237780270000.0,2852854300.0,318095330000.0,3852831500.0,301634850000.0,252125430000.0
62,0.0018692248,0.005380264,0.000112705864,0.002025468,9.014722e-05,0.0023260927,0.0009441588,0.00082412694,0.011640474,128.59908,3.921032,14.649533,8.3816325e-05,0.003692292,8.349041e-05,1.1141761e-07,0.00032185882,1.2394186e-05,0.0043855305,0.0018692248,2.3167486e-05,1.2394154e-05,270972030000.0,3091164200.0,328932500000.0,986883000.0,301634850000.0,295826260000.0
63,0.0017303396,0.005103383,0.00042834273,0.0019526188,0.00016548036,0.0024356085,0.0009911122,0.00093618245,0.008198223,230.50456,3.8838499,15.24912,3.4403172e-05,0.006269488,0.00015360101,1.06133655e-07,0.0015866641,1.2072419e-05,0.004686856,0.0017303396,4.2879707e-05,1.2072364e-05,220930650000.0,3092403500.0,317779180000.0,6991821300.0,301634850000.0,235089690000.0
64,0.0022255722,0.006536855,0.0011100881,0.0026143938,0.00029392168,0.0034638264,0.0010948927,0.0014528196,0.006068263,219.3803,6.0738125,14.881658,1.750843e-05,0.009348362,0.00026027914,1.44603e-07,0.00434742,1.2329391e-05,0.0050665666,0.0022255722,7.705319e-05,1.2329382e-05,180817410000.0,3191062800.0,311671300000.0,17515784000.0,301634850000.0,189872010000.0
65,0.0016218206,0.0048376615,0.00048566956,0.0018435372,0.00016742655,0.0023315998,0.00090032833,0.0012123681,0.007938824,226.46997,3.2648518,13.199463,7.98535e-06,0.0062304568,0.0001541782,9.6377995e-08,0.0018689818,1.2916425e-05,0.0049908943,0.0016218206,4.339547e-05,1.2916469e-05,215520400000.0,3333022500.0,313416500000.0,7971115000.0,301634850000.0,226392980000.0
66,0.0018370593,0.0053304057,6.2182145e-05,0.001986787,7.885121e-05,0.0022702431,0.000942719,0.001092781,0.012071348,207.77971,3.9023972,15.687701,1.3027023e-05,0.0031855758,7.1627124e-05,1.10371e-07,0.00015076282,1.2529276e-05,0.004978126,0.0018370593,2.0235317e-05,1.2529291e-05,270680570000.0,3198750700.0,318903200000.0,912404160.0,301634850000.0,286364000000.0
